anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2016,4,18.6,71.8,5.5,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Marche
2017,4.2,17.6,74.4,3.9,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Marche
2018,4.3,17.8,72.5,5.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Marche
2019,5.6,18.7,68.2,7.5,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Marche
2009,9.1,29.6,55.1,6.1,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2010,7.3,31.1,53.9,7.8,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2011,8.7,25.5,58.5,7.3,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2012,8.9,22.6,56.1,12.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2013,8,29.2,50.9,11.9,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2014,8.4,30.8,53.5,7.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2015,9.2,30.4,54.6,5.7,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2016,9.6,29.5,56.8,4.1,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2017,7.9,25.8,61.8,4.5,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2018,7.7,26.5,60.4,5.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2019,8.5,29.3,56.2,6.1,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Marche
2009,25.4,39.7,28.5,6.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2010,28.5,36.7,30.5,4.2,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2011,26.3,33.1,37.5,3.1,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2012,18.1,34.6,37.7,9.6,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2013,16.7,36.5,36,10.7,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2014,20.4,38.4,35,6.2,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2015,23.3,40.2,30.9,5.5,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2016,22.5,42.5,31.6,3.4,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2017,20.6,39.4,36.8,3.1,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2018,24.3,34.4,36.4,4.8,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2019,24.1,32.7,35.5,7.7,100,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Marche
2009,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2010,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2011,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2012,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2013,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2014,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2015,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2016,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2017,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2018,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2019,#,#,#,#,#,g1V30927P09OJ202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Marche
2009,2,5.5,83.2,9.4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2010,2.3,5.9,80.7,11.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2011,1.9,5.7,81.3,11.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2012,1.4,5,82.5,11.2,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2013,1.6,5,84.2,9.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2014,1.6,5.3,85.2,8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2015,1.4,5.2,85.1,8.3,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2016,1.4,5.3,87,6.4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2017,1.6,5.2,88.8,4.4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2018,1.8,6.3,87.6,4.3,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2019,1.4,6.4,87.4,4.9,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Lazio
2009,3.5,17.1,69.4,9.9,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2010,4.2,18.8,67.6,9.4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2011,3.5,16.9,70.3,9.2,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2012,3.8,13.7,73.3,9.3,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2013,4.3,14.5,73.5,7.8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2014,4.1,16.5,72.9,6.5,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2015,4.8,15.9,73.4,6,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2016,4.6,14.5,76.2,4.7,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2017,3.6,14.9,77.4,4.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2018,3.8,17.3,74.8,4.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2019,4.8,17.9,73.1,4.2,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Lazio
2009,10.3,30.1,51,8.7,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2010,9.4,32.9,48,9.8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2011,10.4,31.9,48.9,8.8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2012,9.4,26.2,54.8,9.6,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2013,8.6,26,56.5,8.9,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2014,10.3,30.1,52.1,7.5,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2015,13.3,27.9,53,5.8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2016,11.7,26,57,5.2,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2017,7.2,29.6,59.1,4.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2018,4.8,30.9,60.2,4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2019,7,29.2,57.8,6,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Lazio
2009,21.9,46.3,25.8,6.1,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2010,23.5,41,28.2,7.3,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2011,24.2,37.1,31.7,7,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2012,22.6,36.1,33,8.2,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2013,22.2,38.1,31.2,8.4,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2014,21.7,40.9,30.6,6.8,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2015,22.2,39.1,34,4.7,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2016,23.8,40.9,32.4,2.9,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2017,24.1,43.2,29.8,2.9,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2018,24.4,41,32.4,2.3,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2019,23.3,39.1,33.9,3.7,100,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Lazio
2009,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2010,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2011,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2012,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2013,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2014,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2015,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2016,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2017,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2018,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2019,#,#,#,#,#,g1V30927P09OJ203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Lazio
2009,1.7,6.2,80.4,11.7,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2010,2,6.4,78.7,12.9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2011,1.9,6.4,80.6,11.1,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2012,1.8,5.2,79.6,13.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2013,1.6,3.5,79.2,15.8,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2014,1.6,4.7,82.8,10.9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2015,1.7,7,83.7,7.6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2016,2,6.9,83.8,7.3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2017,1.7,5.6,86.7,6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2018,1.4,5.9,88.2,4.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2019,1.9,7.9,84.8,5.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,0-44 anni,Abruzzo
2009,3.2,16.2,70.4,10.1,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2010,3.6,17.3,69.5,9.6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2011,4,17.7,69.8,8.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2012,5.4,17.2,66.3,11.1,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2013,5.6,14.1,68.7,11.6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2014,5.2,16.4,69.7,8.7,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2015,6,18.8,67.7,7.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2016,4.3,19.1,71,5.6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2017,3.4,19.2,71.4,6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2018,4.9,18.7,69.6,6.9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2019,5.3,19.6,67.9,7.3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,45-64 anni,Abruzzo
2009,9.8,32.9,49.5,7.8,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2010,8.3,31.8,48.9,11,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2011,7.4,24.9,55.3,12.4,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2012,10,25.3,54.8,9.9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2013,10.9,31.1,49,9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2014,8.4,31.2,54.4,6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2015,7.9,29.9,58.9,3.2,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2016,9,32.5,54.5,4,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2017,7.3,32.5,55.2,5.1,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2018,6.2,28.6,58.8,6.4,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2019,6.5,27.9,58.6,7,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,65-74 anni,Abruzzo
2009,22.8,41.3,30.3,5.5,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2010,20.2,42.7,30.3,6.8,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2011,20.7,39.6,33.2,6.6,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2012,24.4,35.6,33.6,6.3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2013,24.4,38.9,28.8,7.9,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2014,26.2,37.4,28.9,7.4,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2015,24.8,39.4,32.1,3.7,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2016,23.1,43.3,31.4,2.3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2017,23.9,39.8,32.3,4,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2018,20.1,39.4,36.3,4.3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2019,20.1,43.2,33.8,3,100,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,75 anni e più,Abruzzo
2009,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2010,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2011,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2012,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2013,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2014,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2015,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
2016,#,#,#,#,#,g1V30927P09OK200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per classe di età,non indicato,Abruzzo
